z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date,nuclide
81,104,Tl,,,,,,0.0,,,(1/2+),19.5,,5,s,19.5,0.5,EC+B+,,,,,,,,,,1.6,0.04,,,-8216.5333,26.2493,-16777.4765,24.3166,5688.4793,5.3263,6425.906,24.768,10945.7077,22.9704,701.9286,22.7666,7835.5756,0.1118,184978789.189,22.194,-19757.745,20.674,N,1976.0,1-Nov-2005,S. -C. WU,2023-10-18,185tl
81,105,Tl,,,,,,0.0,,,(2-),3.4,,+5-4,s,3.4,0.45,A,,,,,,,,,,,,,,-5202.0427,23.4877,-16413.0466,26.3097,5996.1199,25.9456,8656.119,23.798,8196.5133,29.2915,988.2601,24.8314,7837.5161,0.1116,185978654.787,22.276,-19882.94,20.751,N,1975.0,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2023-10-18,186tl
81,106,Tl,,,,,,0.0,,,(1/2+),51,AP,,s,51.0,,EC+B+,100.0,,A,0.03,,,,,,1.54,0.06,,,-7457.637,9.5248,-15835.0129,13.6332,5321.9796,7.1424,5673.917,15.174,10632.9702,22.2567,1194.5043,14.1601,7852.465,0.043,186975904.74,8.64,-22444.592,8.048,N,1976.0,1-Nov-2008,M. S. Basunia,2023-10-18,187tl
81,107,Tl,5.4017,0.0072,,,,0.0,,,(2-),71,,2,s,71.0,2.0,EC+B+,100.0,,,,,,,,,0.481,0.008,,,-4525.3784,31.5712,-15420.7657,30.3346,5557.3954,37.2881,7861.948,30.665,7963.1287,30.968,1506.8648,32.5536,7853.0537,0.1591,187976020.886,32.103,-22336.403,29.904,N,1970.0,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2023-10-18,188tl
81,108,Tl,,,,,,0.0,,,(1/2+),2.3,,2,m,138.0,12.0,EC+B+,100.0,,,,,,,,,,,,,-6772.0862,16.3636,-14876.3991,13.1347,4817.1285,8.7647,5010.273,32.644,10351.0207,31.0525,1706.7253,10.7739,7866.2704,0.0443,188973573.525,8.983,-24616.105,8.368,N,1972.0,15-Apr-2017,T.D. JOHNSON and  BALRAJ SINGH,2023-10-18,189tl
81,109,Tl,5.4121,0.0056,,,,0.0,,,2-,2.6,,3,m,156.0,18.0,EC+B+,100.0,,,,,,,,,0.253,0.002,,,-3949.6288,14.4634,-14593.5346,15.822,4923.7044,22.1858,7004.389,17.482,7821.4484,11.0726,2028.8287,32.3753,7866.0345,0.0382,189973841.771,7.784,-24366.236,7.252,N,1970.0,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2023-10-18,190tl
81,110,Tl,5.4169,0.0048,,,,0.0,,,(1/2+),,,,,,,,,,,,,,,,,1.582,0.004,,,-5991.7073,9.8864,-13937.6619,14.5124,4320.9137,23.6688,4308.898,23.461,9988.0331,10.3244,2201.2968,17.5225,7877.1445,0.0385,190971784.093,7.889,-26282.951,7.349,N,1974.0,1-Dec-2006,V.R. Vanin et al.,2023-10-18,191tl
81,111,Tl,5.4191,0.0051,,,,0.0,,,(2-),9.6,,4,m,576.0,24.0,EC+B+,100.0,,,,,,,,,0.199,0.003,,,-3320.4029,32.1843,-13652.3233,32.3539,4074.1501,31.7858,6139.232,35.277,7660.616,32.5123,2569.3709,38.7227,7876.0167,0.165,191972225.0,34.0,-25872.249,31.671,N,1961.0,15-Jun-2012,Coral M. Baglin,2023-10-18,192tl
81,112,Tl,5.4243,0.0042,,,,0.0,,,1/2(+),21.6,,8,m,1296.0,48.0,EC+B+,100.0,,,,,,,,,1.585,0.003,-2.2,0.02,-5247.9637,12.2808,-12996.6907,8.8188,3679.8238,21.1716,3584.947,16.893,9676.2878,32.3731,2754.7085,16.9229,7885.3445,0.0348,192970501.994,7.2,-27477.218,6.707,N,1960.0,31-Mar-2017,M. Shamsuzzoha Basunia,2023-10-18,193tl
81,113,Tl,5.4259,0.0046,,,,0.0,,,2-,33.0,,5,m,1980.0,30.0,EC+B+,100.0,,A,1e-07,,,,,,0.139,0.003,-0.282,0.007,-2729.6315,22.3433,-12779.561,17.3513,3471.1265,14.3912,5246.454,14.267,7531.5972,15.4987,3164.3036,20.8721,7883.5211,0.072,193971081.408,15.0,-26937.498,13.972,N,1960.0,3-Sep-2021,Jun Chen and Balraj Singh,2023-10-18,194tl
81,114,Tl,5.4325,0.0039,,,,0.0,,,1/2+,1.16,,5,h,4176.0,180.0,EC+B+,100.0,,,,,,,,,1.57,0.04,,,-4417.2524,12.2333,-12018.7439,20.6726,3217.7026,12.1674,2858.05,25.67,9289.1123,17.8609,3260.3111,11.4944,7890.7293,0.0571,194969774.052,11.944,-28155.292,11.126,N,1955.0,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2023-10-18,195tl
81,115,Tl,5.4327,0.0042,,,,0.0,,,2-,1.84,,3,h,6624.0,108.0,EC+B+,100.0,,,,,,,,,0.072,0.003,-0.178,0.014,-2148.3639,14.3556,-11829.8769,13.1348,2850.6697,19.9285,4329.346,12.462,7412.6245,16.4445,3772.2275,26.1185,7888.29,0.0618,195970481.189,13.0,-27496.598,12.109,N,1955.0,1-Jan-2006,Huang Xiaolong,2023-10-18,196tl
81,116,Tl,5.4388,0.0036,,,,0.0,,,1/2+,2.84,,4,h,10224.0,144.0,EC+B+,100.0,,,,,,,,,1.57,0.02,,,-3608.8367,14.3969,-11077.3052,15.6013,2625.6917,16.1083,2186.009,13.949,8928.9414,18.1909,3817.2488,13.8903,7893.5725,0.0689,196969560.492,14.573,-28354.222,13.575,N,1955.0,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2023-10-18,197tl
81,117,Tl,5.4396,0.0036,,,,0.0,,,2-,5.3,,5,h,19080.0,1800.0,EC+B+,100.0,,,,,,,,,0.0,0.01,,,-1461.3103,11.5537,-10854.6859,8.9449,2258.2809,7.8367,3425.562,7.559,7245.8493,15.5306,4277.4931,8.1982,7890.3011,0.0381,197970446.669,8.1,-27528.753,7.545,N,1949.0,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2023-10-18,198tl
81,118,Tl,5.4479,0.0031,,,,0.0,,,1/2+,7.42,,8,h,26712.0,288.0,EC+B+,100.0,,,,,,,,,1.59,0.02,,,-2827.6624,28.7653,-10063.2724,29.2826,2082.7481,27.9672,1486.669,27.95,8601.9621,28.9455,4394.0526,27.9486,7893.8773,0.1404,198969877.0,30.0,-28059.397,27.945,N,1949.0,15-Oct-2006,BALRAJ SINGH,2023-10-18,199tl
81,119,Tl,5.4491,0.0031,,,,0.0,,,2-,26.1,,1,h,93960.0,360.0,EC+B+,100.0,,,,,,,,,0.04,0.01,,,-796.3695,11.536,-9886.8107,8.9272,1666.5746,6.4618,2456.04,5.78,7059.1483,28.5321,4790.1318,5.7357,7889.7037,0.0288,199970963.608,6.182,-27047.227,5.759,N,1949.0,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2023-10-18,200tl
81,120,Tl,5.4573,0.0029,,,,0.0,,,1/2+,3.0420,,16,d,262828.8,138.24,EC,100.0,,,,,,,,,1.599,0.003,,,-1909.7458,18.5299,-9001.2389,17.3049,1534.0571,14.1921,481.751,14.203,8204.8694,15.3009,4966.4821,14.1856,7891.2717,0.0706,200970820.235,15.228,-27180.778,14.185,N,1950.0,20-Sep-2022,F.G. KONDEV,2023-10-18,201tl
81,121,Tl,5.4595,0.0027,,,,0.0,,,2-,12.31,,8,d,1063584.0,6912.0,EC+B+,100.0,,,,,,,,,0.06,0.01,,,-39.811,4.1863,-8780.7044,13.8623,1175.4578,1.8889,1364.891,1.969,6870.9586,14.2434,5606.8609,1.8398,7886.2206,0.0091,201972108.874,1.972,-25980.419,1.838,N,1940.0,1-May-2007,S. ZHU and F.G. KONDEV,2023-10-18,202tl
81,122,Tl,5.4666,0.0027,29.515,0.044,,0.0,,,1/2+,STABLE,,,,,,,,,,,,,,,,1.616,0.002,,,-974.8265,6.4609,-7892.0191,3.9258,907.5272,1.2472,-492.106,2.007,7852.2081,1.6777,5704.9706,1.0822,7886.053,0.0058,202972344.098,1.257,-25761.309,1.171,N,1931.0,1-Mar-2005,F.G. KONDEV,2023-10-18,203tl
81,123,Tl,5.4704,0.0028,,,,0.0,,,2-,3.783,,12,Y,119379850.96188152,378683.111695104,B-,97.08,0.07,EC+B+,2.92,0.07,,,,,0.09,0.01,,,763.7453,0.1768,-7630.9052,6.4562,469.1081,26.7398,344.078,1.257,6656.0787,0.2907,6365.8379,1.2542,7880.0238,0.0057,203973863.42,1.238,-24346.07,1.154,N,1953.0,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18,204tl
81,124,Tl,5.4759,0.0026,70.485,0.044,,0.0,,,1/2+,STABLE,,,,,,,,,,,,,,,,1.632,0.002,0.74,0.15,-50.6402,0.5033,-6782.3052,0.4973,154.9875,3.2729,-1533.083,3.859,7546.0504,0.4796,6419.6254,1.2706,7878.3946,0.006,204974427.318,1.33,-23820.802,1.239,N,1931.0,20-Apr-2020,F.G. KONDEV,2023-10-18,205tl
81,125,Tl,,,,,,0.0,,,0-,4.202,,11,m,252.12,0.66,B-,100.0,,,,,,,,,4.27,0.06,,,1532.2128,0.6117,-6554.4495,0.6105,-325.2275,23.3228,-1307.565,20.481,6503.8094,0.3865,7254.546,3.74,7871.7219,0.0062,205976110.108,1.38,-22253.293,1.286,N,1935.0,31-Jan-2008,F.G. KONDEV,2023-10-18,206tl
81,126,Tl,5.4853,0.0027,,,,0.0,,,1/2+,4.77,,3,m,286.2,1.8,B-,100.0,,,,,,,,,1.869,0.005,,,1417.5323,5.4024,-5320.248,5.4025,-315.9084,6.2391,-4546.99,30.3,6852.4608,5.4299,7377.6797,21.1109,7866.7979,0.0263,206977418.605,5.839,-21034.436,5.439,N,1908.0,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18,207tl
81,127,Tl,5.4946,0.0028,,,,0.0,,,5+,3.053,,4,m,183.18,0.24,B-,100.0,,,,,,,,,0.291,0.013,,,4998.3984,1.6693,-2369.4702,1.6698,1215.0,200.0,-3484.713,30.795,3787.0025,5.5967,7551.646,29.8654,7847.1835,0.0089,207982018.006,1.989,-16750.121,1.854,N,1909.0,1-Jun-2007,M. J. MARTIN,2023-10-18,208tl
81,128,Tl,,,,,,0.0,,,1/2+,2.162,,7,m,129.72,0.42,B-,100.0,,,,,,,,,,,,,3969.7809,6.2115,32.4083,6.14,2501.0,200.0,-5034.793,150.124,4965.9901,6.2704,7668.3562,31.3407,7833.3979,0.0292,208985351.713,6.559,-13644.793,6.11,N,1950.0,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18,209tl
81,129,Tl,,,,,,0.0,,,(5+),1.30,,3,m,78.0,1.8,B-,100.0,,B-N,0.007,,,,,,,,,,5481.4334,11.561,296.2599,11.6204,2518.0,300.0,-3946.996,200.336,3673.521,13.0584,7926.0,150.0,7813.589,0.0553,209990072.942,12.456,-9246.996,11.603,N,1909.0,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2023-10-18,210tl
81,130,Tl,,,,,,0.0,,,,88,,+46-29,s,88.0,37.5,B-,100.0,,B-N,,,,,,,,,,,4415.0129,41.9781,579.1119,41.9422,2138.0,303.0,-5687.999,204.345,4902.3215,43.4936,8067.0,205.0,7799.7915,0.1987,210993475.0,45.0,-6077.999,41.917,N,1998.0,28-FEB-2013,BALRAJ SINGH,2023-10-18,211tl
81,131,Tl,,,,,,0.0,,,(5+),30.9,,80,s,30.9,8.0,B-,100.0,,B-N,1.8,1.8,,,,,,,,,5998.0,200.0,871.0,200.0,1934.0,361.0,-4571.0,360.5,3544.0,205.0,8450.0,283.0,7780.0,1.0,211998335.0,215.0,-1551.0,200.0,Y,1998.0,1-Aug-2020,K. Auranen and E.A. McCutchan,2023-10-18,212tl
81,132,Tl,,,,,,0.0,,,(1/2+),23.8,,44,s,23.8,4.4,B-,100.0,,B-N,7.6,3.4,,,,,,,,,4987.4088,27.8941,1261.4226,27.0759,1589.0,401.0,-6416.189,301.214,4737.0,202.0,8525.0,301.0,7765.4311,0.1268,213001915.0,29.0,1783.811,27.013,N,2010.0,1-Jan-2022,M. S. Basunia,2023-10-18,213tl
81,133,Tl,,,,,,0.0,,,,11.0,,24,s,11.0,2.4,B-,100.0,,B-N,34.0,12.0,,,,,,,,,6648.0,196.0,1597.0,196.0,1360.0,445.0,-5305.0,445.4,3391.0,197.0,9024.0,358.0,7745.0,1.0,214006940.0,210.0,6465.0,196.0,Y,2010.0,1-May-2021,Shaofei Zhu and E. A. McCutchan,2023-10-18,214tl
81,134,Tl,,,,,,0.0,,,,9.7,,38,s,9.7,3.8,B-,100.0,,B-N,4.6,4.6,,,,,,,,,5688.0,305.0,2142.0,300.0,,,-7080.0,500.0,4506.0,358.0,9029.0,500.0,7730.0,1.0,215010768.0,322.0,10030.0,300.0,Y,2010.0,1-Jun-2022,E.A. MCCUTCHAN,2023-10-18,215tl
81,135,Tl,,,,,,0.0,,,,300,GT,,ns,3e-07,,B-,,,B-N,,,,,,,,,,,7361.0,361.0,2457.0,305.0,,,-6050.0,500.0,3231.0,424.0,9528.0,500.0,7709.0,1.0,216015964.0,322.0,14870.0,300.0,Y,2010.0,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18,216tl
81,136,Tl,,,,,,0.0,,,,,,,,,,B-,100.0,,B-N,,,,,,,,,,,6399.0,500.0,3079.0,447.0,,,,,4282.0,500.0,9550.0,565.0,7693.0,2.0,217020032.0,429.0,18660.0,400.0,Y,2010.0,1-DEC-2017,BALRAJ SINGH,2023-10-18,217tl
82,96,Pb,,,,,,0.0,,,0+,0.12,,+22-5,ms,0.00012,0.000135,A,100.0,,,,,,,,,,,,,,,,,7789.4724,12.9788,8186.371,104.602,,,375.497,31.7032,7690.8359,0.1302,178003836.171,24.889,3573.371,23.184,N,2001.0,31-May-2008,E. Achterberg and  O.A. Capurro and  G.V. Marti,2023-10-18,178pb
82,97,Pb,,,,,,0.0,,,(9/2-),3.5,,+14-8,ms,0.0035,0.0011,A,100.0,,,,,,,,,,,,,,,,,7596.1352,4.8507,10321.24,89.95,9593.0809,84.4733,624.0,131.0,7701.463,0.4538,179002202.492,87.203,2051.608,81.229,N,2010.0,25-Feb-2010,F.G. Kondev,2023-10-18,179pb
82,98,Pb,,,,,,0.0,,,0+,4.1,,3,ms,0.0041,0.0003,A,100.0,,,,,,,,,,,,,,,,,7418.6542,5.4785,7449.369,71.007,12063.9949,82.1697,960.4078,40.5917,7725.6993,0.0689,179997916.177,13.306,-1941.069,12.395,N,1996.0,1-Feb-2015,E.A. MCCUTCHAN,2023-10-18,180pb
82,99,Pb,,,,,X,0.0,,,(13/2+),45,,20,ms,0.045,0.02,A,100.0,,,,,,,,,,,,,,,,,7240.276,7.3138,9688.118,85.523,9240.8804,85.9305,1009.1638,110.0892,7734.0704,0.4698,180996660.6,91.29,-3110.631,85.037,N,1989.0,31-Aug-2005,S. -C. WU,2023-10-18,181pb
82,100,Pb,5.3788,0.0035,,,,0.0,,,0+,55,,5,ms,0.055,0.005,A,98.0,,EC+B+,2.0,,,,,,,,,,,,,,7065.8734,5.5095,6502.657,17.015,11785.2436,85.891,1314.7783,15.1305,7756.3296,0.0664,181992673.537,12.975,-6824.556,12.086,N,1986.0,15-Jul-2015,BALRAJ SINGH,2023-10-18,182pb
82,101,Pb,5.3869,0.003,,,,0.0,,,(3/2-),535,,30,ms,0.535,0.03,A,90.0,,,,,,,,,-1.154,0.005,,,,,,,6927.9999,7.0,9007.253,30.444,8826.7695,31.3983,1541.7659,31.3561,7762.179,0.1584,182991862.527,31.11,-7580.008,28.979,N,1980.0,15-Apr-2015,CORAL M. BAGLIN,2023-10-18,183pb
82,102,Pb,5.393,0.0029,,,,0.0,,,0+,490,,25,ms,0.49,0.025,A,80.0,15.0,EC+B+,20.0,15.0,,,,,,,,,-12306.0,123.0,,,6774.0111,3.1263,5831.769,16.252,11542.8964,31.6715,1753.296,15.8419,7782.7264,0.0696,183988135.634,13.743,-11051.586,12.802,N,1980.0,1-Oct-2009,CORAL M. BAGLIN,2023-10-18,184pb
82,103,Pb,5.3984,0.0028,,,,0.0,,,3/2-,6.3,,4,s,6.3,0.4,A,34.0,25.0,EC+B+,,,,,,,-1.137,0.005,,,-9305.0,83.0,-20867.0,123.0,6694.9999,5.0,8216.534,26.25,8560.9432,20.6247,1946.8274,19.0223,7786.933,0.0874,184987610.0,17.364,-11541.211,16.175,N,1975.0,1-Nov-2005,S. -C. WU,2023-10-18,185pb
82,104,Pb,5.4027,0.0027,,,,0.0,,,0+,4.81,,3,s,4.81,0.03,EC+B+,60.0,8.0,A,40.0,8.0,,,,,,,,,-11535.3999,20.2118,-20516.0,82.0,6471.0721,5.0236,5202.043,23.488,11211.0039,19.558,2212.1237,23.4201,7805.342,0.0592,185984239.409,11.813,-14680.897,11.004,N,1972.0,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2023-10-18,186pb
82,105,Pb,5.4079,0.0026,,,,0.0,,,(3/2-),15.2,,3,s,15.2,0.3,EC+B+,90.5,2.0,A,9.5,2.0,,,,,-1.122,0.003,,,-8603.6798,11.2268,-19912.7759,17.7024,6392.7844,6.1913,7457.637,9.525,8377.3759,12.1202,2392.9863,21.3666,7808.401,0.0272,186983910.842,5.468,-14986.955,5.094,N,1972.0,1-Nov-2008,M. S. Basunia,2023-10-18,187pb
82,106,Pb,5.4139,0.0025,,,,0.0,,,0+,25.5,,1,s,25.5,0.1,EC+B+,91.5,0.5,A,8.5,0.5,,,,,-0.3,0.06,,,-10616.2241,15.0824,-19499.0671,14.2336,6108.8469,3.4046,4525.379,31.571,10895.3873,11.3275,2655.4034,12.9336,7824.8211,0.0539,187980879.079,10.868,-17811.024,10.124,N,1972.0,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2023-10-18,188pb
82,107,Pb,5.4177,0.0024,,,,0.0,,,(3/2-),39,,8,s,39.0,8.0,EC+B+,100.0,,A,0.4,,,,,,-1.077,0.009,,,-7779.3555,25.1498,-18720.537,17.9646,5914.7158,4.3142,6772.086,16.363,8104.3129,17.3195,2796.5875,33.0453,7826.2999,0.0744,188980843.658,15.096,-17844.019,14.062,N,1972.0,15-Apr-2017,T.D. JOHNSON and  BALRAJ SINGH,2023-10-18,189pb
82,108,Pb,5.4222,0.0023,,,,0.0,,,0+,71,,1,s,71.0,1.0,EC+B+,99.6,0.04,A,0.4,0.04,,,,,,,,,-9820.7014,24.4226,-18423.2612,24.318,5697.5361,4.5685,3949.629,14.463,10643.9057,18.8163,3089.4725,15.0539,7841.1294,0.0659,189978081.872,13.434,-20416.607,12.514,N,1972.0,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2023-10-18,190pb
82,109,Pb,5.4229,0.0026,,,,0.0,,,(3/2-),1.33,,8,m,79.8,4.8,EC+B+,99.987,0.005,A,0.013,0.005,,,,,-1.167,0.007,0.085,0.005,-7051.8922,9.9895,-17766.656,21.9908,5402.3497,14.4647,5991.708,9.886,7945.9547,14.154,3213.9788,9.8143,7841.6782,0.0346,190978216.455,7.099,-20291.243,6.613,N,1974.0,1-Dec-2006,V.R. Vanin et al.,2023-10-18,191pb
82,110,Pb,5.43,0.0025,,,,0.0,,,0+,3.5,,1,m,210.0,6.0,EC+B+,99.9941,0.0007,A,0.0059,0.0007,,,,,,,,,-9017.3089,30.6518,-17383.8127,9.4259,5221.5895,4.79,3320.403,32.184,10331.9204,8.7478,3557.8662,9.3166,7854.6482,0.0298,191975789.598,6.147,-22551.846,5.726,N,1974.0,15-Jun-2012,Coral M. Baglin,2023-10-18,192pb
82,111,Pb,5.431,0.0023,,,,0.0,,,(3/2-),,,,,,,EC+B+,,,,,,,,,,-1.146,0.007,,,-6344.6913,12.7761,-16766.0359,31.8211,4972.2075,33.1875,5247.963,12.281,7748.727,11.7741,3645.9771,33.2998,7854.0994,0.0533,192976135.914,11.044,-22229.255,10.288,N,1974.0,31-Mar-2017,M. Shamsuzzoha Basunia,2023-10-18,193pb
82,112,Pb,5.4372,0.0023,,,,0.0,,,0+,10.7,,6,m,642.0,36.0,EC+B+,100.0,,A,7.3e-06,2.9e-06,,,,,-0.38,0.14,0.49,0.03,-8184.8462,18.2094,-16394.6207,19.0102,4737.843,16.7225,2729.632,22.343,10049.9294,20.2444,4019.6187,18.6809,7865.4181,0.0899,193974011.788,18.717,-24207.866,17.435,N,1960.0,3-Sep-2021,Jun Chen and Balraj Singh,2023-10-18,194pb
82,113,Pb,5.4389,0.0045,,,,0.0,,,3/2-,15,AP,,m,900.0,,EC+B+,100.0,,,,,,,,,-1.124,0.007,0.306,0.015,-5712.4729,7.337,-15786.3376,7.3123,4428.8935,22.8527,4417.253,12.234,7601.4914,18.1607,4089.5129,14.8699,7864.0647,0.0261,194974516.167,5.461,-23738.039,5.088,N,1957.0,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2023-10-18,195pb
82,114,Pb,5.4444,0.0024,,,,0.0,,,0+,37,,3,m,2220.0,180.0,EC+B+,100.0,,A,3e-05,,,,,,-1.92,0.02,0.65,0.05,-7339.202,25.616,-15393.9859,9.3485,4238.3307,17.2767,2148.364,14.355,9681.5131,9.2336,4481.9136,13.52,7873.3374,0.0393,195972787.552,8.277,-25348.234,7.71,N,1957.0,1-Jan-2006,Huang Xiaolong,2023-10-18,196pb
82,115,Pb,5.4446,0.0024,,,,0.0,,,3/2-,8.1,,17,m,486.0,102.0,EC+B+,100.0,,,,,,,,,-1.0718,0.0023,-0.08,0.17,-5058.1894,9.619,-14807.6706,24.8962,3891.8643,16.2257,3608.837,14.4,7468.4686,9.0477,4537.7577,13.0277,7871.2822,0.0244,196973434.737,5.157,-24745.385,4.804,N,1955.0,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2023-10-18,197pb
82,116,Pb,5.4524,0.0022,,,,0.0,,,0+,2.4,,1,h,8640.0,360.0,EC+B+,100.0,,,,,,,,,,,,,-6693.5916,28.9259,-14451.5651,12.0831,3691.5934,9.214,1461.31,11.55,9393.3756,9.9609,5002.192,16.1441,7878.9695,0.0442,197972015.45,9.393,-26067.443,8.75,N,1955.0,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2023-10-18,198pb
82,117,Pb,5.4529,0.0022,,,,0.0,,,3/2-,90,,10,m,5400.0,600.0,EC+B+,100.0,,,,,,,,,-1.0707,0.0014,,9.0,-4434.1181,12.6179,-13929.2016,28.402,3356.6915,24.126,2827.663,28.765,7235.61,11.0945,4991.9527,10.1713,7875.7366,0.0343,198972912.62,7.322,-25231.734,6.821,N,1950.0,15-Oct-2006,BALRAJ SINGH,2023-10-18,199pb
82,118,Pb,5.4611,0.002,,,,0.0,,,0+,21.5,,4,h,77400.0,1440.0,EC,100.0,,,,,,,,,,,,,-5880.2841,24.8094,-13524.5593,14.5741,3150.1704,10.4286,796.369,11.547,9090.4412,12.1117,5480.4318,29.683,7881.8101,0.05,199971818.546,10.744,-26250.858,10.008,N,1950.0,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2023-10-18,200pb
82,119,Pb,5.4629,0.0019,,,,0.0,,,5/2-,9.33,,5,h,33588.0,180.0,EC+B+,100.0,,,,,,,,,0.6731,0.0006,0.01,0.04,-3842.0269,18.3637,-12971.7772,26.5391,2844.2822,14.1158,1909.745,19.753,7091.4931,16.9979,5512.7766,14.9037,7877.8782,0.0684,200972870.431,14.758,-25271.033,13.747,N,1950.0,20-Sep-2022,F.G. KONDEV,2023-10-18,201pb
82,120,Pb,5.4705,0.0017,,,,0.0,,,0+,52.5E+3,,28,Y,1656738613666.08,88359392728.8576,EC,100.0,,A,1.0,,,,,,,,,,-5189.7539,14.507,-12582.9203,12.7528,2588.7914,3.822,39.811,4.218,8740.8934,14.2603,6048.8007,14.6731,7882.1505,0.0188,201972151.613,4.075,-25940.608,3.796,N,1954.0,1-May-2007,S. ZHU and F.G. KONDEV,2023-10-18,202pb
82,121,Pb,5.4727,0.0017,,,,0.0,,,5/2-,51.92,,3,h,186912.0,108.0,EC,100.0,,,,,,,,,0.6841,0.0006,0.1,0.05,-3261.5896,14.3559,-12106.9466,15.4549,2334.6679,6.5526,974.826,6.658,6917.1926,7.5494,6095.0347,6.6717,7877.397,0.0323,202973390.617,7.036,-24786.483,6.554,N,1942.0,4-Jul-2021,F.G. KONDEV,2023-10-18,203pb
82,122,Pb,5.4803,0.0014,1.4,0.6,,0.0,,,0+,1.4E+17,GE,,Y,4.41796963644288e+24,,A,,,,,,,,,,0.02,,0.23,0.09,-4463.8883,9.248,-11656.24,12.8238,1968.5365,1.1376,-763.745,1.627,8394.6504,6.455,6637.477,0.3378,7879.9326,0.0056,203973043.506,1.231,-25109.815,1.147,N,1932.0,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18,204pb
82,123,Pb,5.4828,0.0015,,,,0.0,,,5/2-,1.70E+7,,9,Y,536467741568064.0,28401233377132.8,EC,100.0,,,,,,,,,0.7094,0.0006,0.23,0.04,-2704.5927,4.8196,-11195.5533,9.2477,1467.4514,1.0616,50.64,1.68,6731.665,0.1088,6713.0633,0.206,7874.3313,0.0056,204974481.682,1.228,-23770.162,1.145,N,1954.0,20-Apr-2020,F.G. KONDEV,2023-10-18,205pb
82,124,Pb,5.4902,0.0014,24.1,3.0,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,-0.152,0.003,0.05,0.09,-3757.3057,7.5461,-10791.255,4.8197,1134.8875,1.0497,-1532.213,1.721,8086.6623,0.0599,7253.6752,0.505,7875.362,0.0056,205974465.21,1.228,-23785.506,1.144,N,1927.0,31-Jan-2008,F.G. KONDEV,2023-10-18,206pb
82,125,Pb,5.4943,0.0014,22.1,5.0,,0.0,,,1/2-,STABLE,,,,,,,,,,,,,,,,0.5906,0.0004,,,-2397.414,2.1175,-10495.0859,7.5467,392.3186,1.2726,-1417.532,5.559,6737.7802,0.0953,7487.646,0.6189,7869.8664,0.0055,206975896.821,1.231,-22451.968,1.147,N,1927.0,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18,207pb
82,126,Pb,5.5012,0.0013,52.4,7.0,,0.0,,,0+,STABLE,,,,,,,,,,,,,,,,,,,,-2878.368,2.0127,-9765.2826,2.1181,516.7129,1.1821,-4998.398,2.181,7367.8686,0.052,8003.0539,5.4026,7867.453,0.0055,207976652.005,1.232,-21748.519,1.148,N,1927.0,1-Jun-2007,M. J. MARTIN,2023-10-18,208pb
82,127,Pb,5.51,0.0014,,,,0.0,,,9/2+,3.234,,7,h,11642.4,25.2,B-,100.0,,,,,,,,,-1.4686,0.0019,-0.27,0.17,644.0152,1.1462,-6815.7406,2.1822,2248.2291,3.9266,-3969.781,6.355,3937.3726,1.3444,8153.4241,2.1338,7848.6488,0.0084,208981089.978,1.875,-17614.574,1.747,N,1940.0,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18,209pb
